X,NULL,NULL1,Y
2329, , 0      , 153    
2330, , 604    , 0      
2331, , 0      , 153    
2332, , 605    , 0      
2333, , 0      , 150    
2334, , 606    , 0      
2335, , 0      , 150    
2336, , 607    , 0      
2337, , 0      , 150    
2338, , 608    , 0      
2339, , 0      , 147    
2340, , 609    , 0      
2341, , 0      , 144    
2342, , 610    , 0      
2343, , 0      , 150    
2344, , 611    , 0      
2345, , 0      , 150    
2346, , 612    , 0      
2347, , 0      , 150    
2348, , 613    , 0      
2349, , 0      , 153    
2350, , 614    , 0      
2351, , 0      , 153    
2352, , 615    , 0      
2353, , 0      , 153    
2354, , 616    , 0      
2355, , 0      , 153    
2356, , 617    , 0      
2357, , 0      , 153    
2358, , 618    , 0      
2359, , 0      , 153    
2360, , 619    , 0      
2361, , 0      , 153    
2362, , 620    , 0      
2363, , 0      , 153    
2364, , 621    , 0      
2365, , 0      , 153    
2366, , 622    , 0      
2367, , 0      , 155    
2368, , 623    , 0      
2369, , 0      , 155    
2370, , 624    , 0      
2371, , 0      , 153    
2372, , 625    , 0      
2373, , 0      , 153    
2374, , 626    , 0      
2375, , 0      , 153    
2376, , 627    , 0      
2377, , 0      , 153    
2378, , 628    , 0      
2379, , 0      , 155    
2380, , 629    , 0      
2381, , 0      , 155    
2382, , 630    , 0      
2383, , 0      , 155    
2384, , 631    , 0      
2385, , 0      , 144    
2386, , 632    , 0      
2387, , 0      , 133    
2388, , 633    , 0      
2389, , 0      , 110    
2390, , 634    , 0      
2391, , 0      , 79     
2392, , 635    , 0      
2393, , 0      , 62     
2394, , 636    , 0      
2395, , 0      , 36     
2396, , 637    , 0      
2397, , 0      , 14     
2398, , 638    , 0      
2399, , 0      , 5      
2400, , 639    , 0      
2401, , 0      , 0      
2402, , 640    , 0      
2403, , 0      , 0      
2404, , 641    , 0      
2405, , 0      , 0      
2406, , 642    , 0      
2407, , 0      , 0      
2408, , 643    , 0      
2409, , 0      , 0      
2410, , 644    , 0      
2411, , 0      , 0      
2412, , 645    , 0      
2413, , 0      , 0      
2414, , 646    , 0      
2415, , 0      , 0      
2416, , 647    , 0      
2417, , 0      , 0      
2418, , 648    , 0      
2419, , 0      , 0      
2420, , 649    , 0      
2421, , 0      , 0      
2422, , 650    , 0      
2423, , 0      , 0      
2424, , 651    , 0      
2425, , 0      , 0      
2426, , 652    , 0      
2427, , 0      , 0      
2428, , 653    , 0      
2429, , 0      , 0      
2430, , 654    , 0      
2431, , 0      , 0      
2432, , 655    , 0      
2433, , 0      , 0      
2434, , 656    , 0      
2435, , 0      , 0      
2436, , 657    , 0      
2437, , 0      , 0      
2438, , 658    , 0      
2439, , 0      , 0      
2440, , 659    , 0      
2441, , 0      , 0      
2442, , 660    , 0      
2443, , 0      , 0      
2444, , 661    , 0      
2445, , 0      , 0      
2446, , 662    , 0      
2447, , 0      , 0      
2448, , 663    , 0      
2449, , 0      , 0      
2450, , 664    , 0      
2451, , 0      , 0      
2452, , 665    , 0      
2453, , 0      , 0      
2454, , 666    , 0      
2455, , 0      , 0      
2456, , 667    , 0      
2457, , 0      , 0      
2458, , 668    , 0      
2459, , 0      , 0      
2460, , 669    , 0      
2461, , 0      , 0      
2462, , 670    , 0      
2463, , 0      , 0      
2464, , 671    , 0      
2465, , 0      , 0      
2466, , 672    , 0      
2467, , 0      , 0      
2468, , 673    , 0      
2469, , 0      , 0      
2470, , 674    , 0      
2471, , 0      , 0      
2472, , 675    , 0      
2473, , 0      , 0      
2474, , 676    , 0      
2475, , 0      , 0      
2476, , 677    , 0      
2477, , 0      , 0      
2478, , 678    , 0      
2479, , 0      , 0      
2480, , 679    , 0      
2481, , 0      , 0      
2482, , 680    , 0      
2483, , 0      , 0      
2484, , 681    , 0      
2485, , 0      , 0      
2486, , 682    , 0      
2487, , 0      , 0      
2488, , 683    , 0      
2489, , 0      , 0      
2490, , 684    , 0      
2491, , 0      , 0      
2492, , 685    , 0      
2493, , 0      , 0      
2494, , 686    , 0      
2495, , 0      , 0      
2496, , 687    , 0      
2497, , 0      , 0      
2498, , 688    , 0      
2499, , 0      , 0      
2500, , 689    , 0      
2501, , 0      , 0      
2502, , 690    , 0      
2503, , 0      , 0      
2504, , 691    , 0      
2505, , 0      , 0      
2506, , 692    , 0      
2507, , 0      , 0      
2508, , 693    , 0      
2509, , 0      , 0      
2510, , 694    , 0      
2511, , 0      , 0      
2512, , 695    , 0      
2513, , 0      , 0      
2514, , 696    , 0      
2515, , 0      , 0      
2516, , 697    , 0      
2517, , 0      , 0      
2518, , 698    , 0      
2519, , 0      , 0      
2520, , 699    , 0      
2521, , 0      , 0      
2522, , 700    , 0      
2523, , 0      , 0      
2524, , 701    , 0      
2525, , 0      , 0      
2526, , 702    , 0      
2527, , 0      , 0      
2528, , 703    , 0      
2529, , 0      , 0      
2530, , 704    , 0      
2531, , 0      , 0      
2532, , 705    , 0      
2533, , 0      , 0      
2534, , 706    , 0      
2535, , 0      , 0      
2536, , 707    , 0      
2537, , 0      , 0      
2538, , 708    , 0      
2539, , 0      , 0      
2540, , 709    , 0      
2541, , 0      , 0      
2542, , 710    , 0      
2543, , 0      , 0      
2544, , 711    , 0      
2545, , 0      , 0      
2546, , 712    , 0      
2547, , 0      , 0      
2548, , 713    , 0      
2549, , 0      , 0      
2550, , 714    , 0      
2551, , 0      , 0      
2552, , 715    , 0      
2553, , 0      , 0      
2554, , 716    , 0      
2555, , 0      , 0      
2556, , 717    , 0      
2557, , 0      , 0      
2558, , 718    , 0      
2559, , 0      , 0      
2560, , 719    , 0      
2561, , 0      , 0      
2562, , 720    , 0      
2563, , 0      , 0      
2564, , 721    , 0      
2565, , 0      , 0      
2566, , 722    , 0      
2567, , 0      , 0      
2568, , 723    , 0      
2569, , 0      , 0      
2570, , 724    , 0      
2571, , 0      , 0      
2572, , 725    , 0      
2573, , 0      , 0      
2574, , 726    , 0      
2575, , 0      , 0      
2576, , 727    , 0      
2577, , 0      , 0      
2578, , 728    , 0      
2579, , 0      , 0      
2580, , 729    , 0      
2581, , 0      , 0      
2582, , 730    , 0      
2583, , 0      , 0      
2584, , 731    , 0      
2585, , 0      , 0      
2586, , 732    , 0      
2587, , 0      , 0      
2588, , 733    , 0      
2589, , 0      , 0      
2590, , 734    , 0      
2591, , 0      , 0      
2592, , 735    , 0      
2593, , 0      , 0      
2594, , 736    , 0      
2595, , 0      , 0      
2596, , 737    , 0      
2597, , 0      , 0      
2598, , 738    , 0      
2599, , 0      , 0      
2600, , 739    , 0      
2601, , 0      , 0      
2602, , 740    , 0      
2603, , 0      , 0      
2604, , 741    , 0      
2605, , 0      , 0      
2606, , 742    , 0      
2607, , 0      , 0      
2608, , 743    , 0      
2609, , 0      , 0      
2610, , 744    , 0      
2611, , 0      , 0      
2612, , 745    , 0      
2613, , 0      , 0      
2614, , 746    , 0      
2615, , 0      , 0      
2616, , 747    , 0      
2617, , 0      , 0      
2618, , 748    , 0      
2619, , 0      , 0      
2620, , 749    , 0      
2621, , 0      , 0      
2622, , 750    , 0      
2623, , 0      , 0      
2624, , 751    , 0      
2625, , 0      , 0      
2626, , 752    , 0      
2627, , 0      , 2      
2628, , 753    , 0      
2629, , 0      , 2      
2630, , 754    , 0      
2631, , 0      , 2      
2632, , 755    , 0      
2633, , 0      , 5      
2634, , 756    , 0      
2635, , 0      , 5      
2636, , 757    , 0      
2637, , 0      , 5      
2638, , 758    , 0      
2639, , 0      , 8      
2640, , 759    , 0      
2641, , 0      , 5      
2642, , 760    , 0      
2643, , 0      , 5      
2644, , 761    , 0      
2645, , 0      , 2      
2646, , 762    , 0      
2647, , 0      , 2      
2648, , 763    , 0      
2649, , 0      , 0      
2650, , 764    , 0      
2651, , 0      , 0      
2652, , 765    , 0      
2653, , 0      , 0      
2654, , 766    , 0      
2655, , 0      , 0      
2656, , 767    , 0      
2657, , 0      , 0      
2658, , 768    , 0      
2659, , 0      , 0      
2660, , 769    , 0      
2661, , 0      , 0      
2662, , 770    , 0      
2663, , 0      , 0      
2664, , 771    , 0      
2665, , 0      , 0      
2666, , 772    , 0      
2667, , 0      , 0      
2668, , 773    , 0      
2669, , 0      , 0      
2670, , 774    , 0      
2671, , 0      , 0      
2672, , 775    , 0      
2673, , 0      , 0      
2674, , 776    , 0      
2675, , 0      , 0      
2676, , 777    , 0      
2677, , 0      , 0      
2678, , 778    , 0      
2679, , 0      , 0      
2680, , 779    , 0      
2681, , 0      , 0      
2682, , 780    , 0      
2683, , 0      , 0      
2684, , 781    , 0      
2685, , 0      , 0      
2686, , 782    , 0      
2687, , 0      , 0      
2688, , 783    , 0      
2689, , 0      , 0      
2690, , 784    , 0      
2691, , 0      , 0      
2692, , 785    , 0      
2693, , 0      , 0      
2694, , 786    , 0      
2695, , 0      , 0      
2696, , 787    , 0      
2697, , 0      , 0      
2698, , 788    , 0      
2699, , 0      , 0      
2700, , 789    , 0      
2701, , 0      , 0      
2702, , 790    , 0      
2703, , 0      , 0      
2704, , 791    , 0      
2705, , 0      , 0      
2706, , 792    , 0      
2707, , 0      , 0      
2708, , 793    , 0      
2709, , 0      , 0      
2710, , 794    , 0      
2711, , 0      , 0      
2712, , 795    , 0      
2713, , 0      , 2      
2714, , 796    , 0      
2715, , 0      , 5      
2716, , 797    , 0      
2717, , 0      , 5      
2718, , 798    , 0      
2719, , 0      , 8      
2720, , 799    , 0      
2721, , 0      , 5      
2722, , 800    , 0      
2723, , 0      , 8      
